pickup_zone,dropoff_zone,time_interval,pickup_lon,pickup_lat,dropoff_lon,dropoff_lat,color,n
East Elmhurst,Steinway,20,-73.8713099,40.7737505,-73.9124667,40.7669996,yellow,540
East Village,Flatiron,8,-73.9815337,40.7264773,-73.9896986,40.7410605,yellow,540
East Village,Kips Bay,0,-73.9815337,40.7264773,-73.9800645,40.7423292,yellow,540
East Village,Murray Hill,12,-73.9815337,40.7264773,-73.9756567,40.7478792,yellow,540
East Village,Yorkville East,0,-73.9815337,40.7264773,-73.9492079,40.7762231,yellow,540
Financial District North,Midtown Center,6,-74.0112764,40.7074909,-73.9784137,40.7553676,yellow,540
Financial District North,Midtown Center,10,-74.0112764,40.7074909,-73.9784137,40.7553676,yellow,540
Financial District North,Times Sq/Theatre District,16,-74.0112764,40.7074909,-73.9841274,40.7592686,yellow,540
Garment District,Bloomingdale,14,-73.9916342,40.7547072,-73.9697795,40.7988958,yellow,540
Garment District,Chinatown,20,-73.9916342,40.7547072,-73.9970307,40.7157509,yellow,540
Garment District,Little Italy/NoLiTa,0,-73.9916342,40.7547072,-73.9954909,40.7228971,yellow,540
Garment District,World Trade Center,18,-73.9916342,40.7547072,-74.0131196,40.7118011,yellow,540
Gramercy,Flatiron,16,-73.9818443,40.7376407,-73.9896986,40.7410605,yellow,540
Gramercy,Midtown East,10,-73.9818443,40.7376407,-73.9668408,40.7540369,yellow,540
Gramercy,Murray Hill,0,-73.9818443,40.7376407,-73.9756567,40.7478792,yellow,540
Greenwich Village North,Central Park,8,-74.0027418,40.7335719,-73.9741874,40.7711329,yellow,540
Greenwich Village North,Central Park,20,-74.0027418,40.7335719,-73.9741874,40.7711329,yellow,540
Greenwich Village North,Gramercy,18,-74.0027418,40.7335719,-73.9818443,40.7376407,yellow,540
Greenwich Village North,Midtown Center,18,-74.0027418,40.7335719,-73.9784137,40.7553676,yellow,540
Greenwich Village North,Midtown North,0,-74.0027418,40.7335719,-73.9840195,40.7549309,yellow,540
Greenwich Village North,Murray Hill,8,-74.0027418,40.7335719,-73.9756567,40.7478792,yellow,540
Greenwich Village North,Upper West Side North,20,-74.0027418,40.7335719,-73.9753676,40.7870106,yellow,540
Hudson Sq,Greenwich Village North,22,-74.0074731,40.7265834,-74.0027418,40.7335719,yellow,540
JFK Airport,Midtown North,10,-73.7781391,40.6413111,-73.9840195,40.7549309,yellow,540
JFK Airport,Times Sq/Theatre District,0,-73.7781391,40.6413111,-73.9841274,40.7592686,yellow,540
Kips Bay,Yorkville East,14,-73.9800645,40.7423292,-73.9492079,40.7762231,yellow,540
Lenox Hill East,Flatiron,16,-73.9602312,40.7662315,-73.9896986,40.7410605,yellow,540
Lenox Hill East,Gramercy,16,-73.9602312,40.7662315,-73.9818443,40.7376407,yellow,540
Lenox Hill East,Stuy Town/Peter Cooper Village,18,-73.9602312,40.7662315,-73.9778494,40.7316903,yellow,540
Lincoln Square East,Washington Heights North,6,-73.9844722,40.773828,-73.9393554,40.8417082,yellow,540
Little Italy/NoLiTa,Central Park,20,-73.9954909,40.7228971,-73.9741874,40.7711329,yellow,540
Little Italy/NoLiTa,Gramercy,12,-73.9954909,40.7228971,-73.9818443,40.7376407,yellow,540
Little Italy/NoLiTa,Lenox Hill East,18,-73.9954909,40.7228971,-73.9602312,40.7662315,yellow,540
Little Italy/NoLiTa,Upper East Side North,2,-73.9954909,40.7228971,-73.9565551,40.7735649,yellow,540
Lower East Side,Meatpacking/West Village West,0,-73.9842724,40.715033,-74.0085128,40.7406973,yellow,540
Lower East Side,Stuyvesant Heights,22,-73.9842724,40.715033,-73.9880663,40.7299553,yellow,540
Meatpacking/West Village West,Gramercy,0,-74.0085128,40.7406973,-73.9818443,40.7376407,yellow,540
Meatpacking/West Village West,Lenox Hill East,2,-74.0085128,40.7406973,-73.9602312,40.7662315,yellow,540
Meatpacking/West Village West,Meatpacking/West Village West,18,-74.0085128,40.7406973,-74.0085128,40.7406973,yellow,540
Meatpacking/West Village West,Stuyvesant Heights,16,-74.0085128,40.7406973,-73.9880663,40.7299553,yellow,540
Midtown Center,Battery Park City,12,-73.9784137,40.7553676,-74.0160576,40.7122172,yellow,540
Midtown Center,Breezy Point/Fort Tilden/Riis Beach,18,-73.9784137,40.7553676,-74.0059413,40.7127837,yellow,540
Midtown Center,Breezy Point/Fort Tilden/Riis Beach,20,-73.9784137,40.7553676,-74.0059413,40.7127837,yellow,540
Midtown Center,East Harlem North,20,-73.9784137,40.7553676,-73.9464769,40.8115504,yellow,540
Midtown Center,JFK Airport,6,-73.9784137,40.7553676,-73.7781391,40.6413111,yellow,540
Midtown East,Bloomingdale,22,-73.9668408,40.7540369,-73.9697795,40.7988958,yellow,540
Midtown East,East Elmhurst,4,-73.9668408,40.7540369,-73.8713099,40.7737505,yellow,540
Midtown East,Penn Station/Madison Sq West,6,-73.9668408,40.7540369,-73.9880662,40.7433858,yellow,540
Midtown North,East Chelsea,0,-73.9840195,40.7549309,-74.0013737,40.7465004,yellow,540
Midtown North,JFK Airport,12,-73.9840195,40.7549309,-73.7781391,40.6413111,yellow,540
Midtown North,Little Italy/NoLiTa,14,-73.9840195,40.7549309,-73.9954909,40.7228971,yellow,540
Midtown North,Upper West Side North,12,-73.9840195,40.7549309,-73.9753676,40.7870106,yellow,540
Midtown North,West Village,22,-73.9840195,40.7549309,-74.0035709,40.735781,yellow,540
Murray Hill,Meatpacking/West Village West,20,-73.9756567,40.7478792,-74.0085128,40.7406973,yellow,540
Murray Hill,UN/Turtle Bay South,18,-73.9756567,40.7478792,-73.9694292,40.7507161,yellow,540
Penn Station/Madison Sq West,Midtown East,6,-73.9880662,40.7433858,-73.9668408,40.7540369,yellow,540
Penn Station/Madison Sq West,SoHo,8,-73.9880662,40.7433858,-74.0029883,40.723301,yellow,540
Penn Station/Madison Sq West,Upper West Side North,12,-73.9880662,40.7433858,-73.9753676,40.7870106,yellow,540
Randalls Island,Central Harlem,8,-73.9271644,40.7891291,-73.9538699,40.7988378,yellow,540
SoHo,East Village,16,-74.0029883,40.723301,-73.9815337,40.7264773,yellow,540
SoHo,Lenox Hill East,22,-74.0029883,40.723301,-73.9602312,40.7662315,yellow,540
SoHo,SoHo,0,-74.0029883,40.723301,-74.0029883,40.723301,yellow,540
Stuy Town/Peter Cooper Village,Murray Hill,18,-73.9778494,40.7316903,-73.9756567,40.7478792,yellow,540
Stuy Town/Peter Cooper Village,Stuyvesant Heights,12,-73.9778494,40.7316903,-73.9880663,40.7299553,yellow,540
Stuy Town/Peter Cooper Village,Union Sq,6,-73.9778494,40.7316903,-73.9910835,40.7358633,yellow,540
Stuyvesant Heights,Chinatown,12,-73.9880663,40.7299553,-73.9970307,40.7157509,yellow,540
Stuyvesant Heights,Flatiron,6,-73.9880663,40.7299553,-73.9896986,40.7410605,yellow,540
Stuyvesant Heights,Hudson Sq,10,-73.9880663,40.7299553,-74.0074731,40.7265834,yellow,540
Stuyvesant Heights,Meatpacking/West Village West,16,-73.9880663,40.7299553,-74.0085128,40.7406973,yellow,540
Stuyvesant Heights,UN/Turtle Bay South,22,-73.9880663,40.7299553,-73.9694292,40.7507161,yellow,540
Stuyvesant Heights,West Village,14,-73.9880663,40.7299553,-74.0035709,40.735781,yellow,540
Stuyvesant Heights,Williamsburg (South Side),0,-73.9880663,40.7299553,-73.9517335,40.7079936,yellow,540
Sutton Place/Turtle Bay North,Garment District,6,-73.9601669,40.7580204,-73.9916342,40.7547072,yellow,540
Times Sq/Theatre District,Bloomingdale,12,-73.9841274,40.7592686,-73.9697795,40.7988958,yellow,540
Times Sq/Theatre District,East Harlem North,20,-73.9841274,40.7592686,-73.9464769,40.8115504,yellow,540
Times Sq/Theatre District,Gramercy,18,-73.9841274,40.7592686,-73.9818443,40.7376407,yellow,540
Times Sq/Theatre District,Midtown Center,2,-73.9841274,40.7592686,-73.9784137,40.7553676,yellow,540
Times Sq/Theatre District,UN/Turtle Bay South,12,-73.9841274,40.7592686,-73.9694292,40.7507161,yellow,540
Times Sq/Theatre District,UN/Turtle Bay South,14,-73.9841274,40.7592686,-73.9694292,40.7507161,yellow,540
UN/Turtle Bay South,East Elmhurst,16,-73.9694292,40.7507161,-73.8713099,40.7737505,yellow,540
UN/Turtle Bay South,Penn Station/Madison Sq West,8,-73.9694292,40.7507161,-73.9880662,40.7433858,yellow,540
UN/Turtle Bay South,Penn Station/Madison Sq West,20,-73.9694292,40.7507161,-73.9880662,40.7433858,yellow,540
Upper East Side North,East Chelsea,12,-73.9565551,40.7735649,-74.0013737,40.7465004,yellow,540
Upper East Side North,East Chelsea,20,-73.9565551,40.7735649,-74.0013737,40.7465004,yellow,540
Upper East Side North,JFK Airport,6,-73.9565551,40.7735649,-73.7781391,40.6413111,yellow,540
Upper East Side North,Little Italy/NoLiTa,12,-73.9565551,40.7735649,-73.9954909,40.7228971,yellow,540
Upper East Side North,Penn Station/Madison Sq West,22,-73.9565551,40.7735649,-73.9880662,40.7433858,yellow,540
Upper West Side North,Hamilton Heights,22,-73.9753676,40.7870106,-73.9496079,40.8259597,yellow,540
West Village,SoHo,8,-74.0035709,40.735781,-74.0029883,40.723301,yellow,540
West Village,Union Sq,0,-74.0035709,40.735781,-73.9910835,40.7358633,yellow,540
Yorkville East,Clinton East,16,-73.9492079,40.7762231,-73.9918181,40.7637581,yellow,540
Bloomingdale,Yorkville East,0,-73.9697795,40.7988958,-73.9492079,40.7762231,yellow,530
Central Harlem,Lenox Hill East,16,-73.9538699,40.7988378,-73.9602312,40.7662315,yellow,530
Central Harlem,Morningside Heights,6,-73.9538699,40.7988378,-73.9624327,40.8089564,yellow,530
Clinton East,Midtown North,0,-73.9918181,40.7637581,-73.9840195,40.7549309,yellow,530
Clinton East,Union Sq,10,-73.9918181,40.7637581,-73.9910835,40.7358633,yellow,530
East Chelsea,Breezy Point/Fort Tilden/Riis Beach,8,-74.0013737,40.7465004,-74.0059413,40.7127837,yellow,530
East Chelsea,Hudson Sq,6,-74.0013737,40.7465004,-74.0074731,40.7265834,yellow,530
East Chelsea,Penn Station/Madison Sq West,2,-74.0013737,40.7465004,-73.9880662,40.7433858,yellow,530
East Chelsea,Upper West Side North,12,-74.0013737,40.7465004,-73.9753676,40.7870106,yellow,530
East Chelsea,West Chelsea/Hudson Yards,18,-74.0013737,40.7465004,-74.0107647,40.7293087,yellow,530
East Elmhurst,Clinton East,10,-73.8713099,40.7737505,-73.9918181,40.7637581,yellow,530
East Elmhurst,Financial District North,20,-73.8713099,40.7737505,-74.0112764,40.7074909,yellow,530
East Elmhurst,South Williamsburg,20,-73.8713099,40.7737505,-73.9570696,40.7081156,yellow,530
East Elmhurst,Upper East Side North,10,-73.8713099,40.7737505,-73.9565551,40.7735649,yellow,530
East Elmhurst,Upper West Side North,12,-73.8713099,40.7737505,-73.9753676,40.7870106,yellow,530
East Village,Upper East Side North,22,-73.9815337,40.7264773,-73.9565551,40.7735649,yellow,530
East Village,West Village,22,-73.9815337,40.7264773,-74.0035709,40.735781,yellow,530
Financial District North,Garment District,22,-74.0112764,40.7074909,-73.9916342,40.7547072,yellow,530
Financial District North,Greenwich Village North,18,-74.0112764,40.7074909,-74.0027418,40.7335719,yellow,530
Financial District North,Little Italy/NoLiTa,14,-74.0112764,40.7074909,-73.9954909,40.7228971,yellow,530
Financial District North,Times Sq/Theatre District,18,-74.0112764,40.7074909,-73.9841274,40.7592686,yellow,530
Financial District North,World Trade Center,10,-74.0112764,40.7074909,-74.0131196,40.7118011,yellow,530
Flatiron,Bloomingdale,20,-73.9896986,40.7410605,-73.9697795,40.7988958,yellow,530
Flatiron,Midtown East,8,-73.9896986,40.7410605,-73.9668408,40.7540369,yellow,530
Flatiron,SoHo,8,-73.9896986,40.7410605,-74.0029883,40.723301,yellow,530
Flatiron,Stuy Town/Peter Cooper Village,16,-73.9896986,40.7410605,-73.9778494,40.7316903,yellow,530
Garment District,Battery Park,12,-73.9916342,40.7547072,-74.0170279,40.7032775,yellow,530
Garment District,Battery Park City,22,-73.9916342,40.7547072,-74.0160576,40.7122172,yellow,530
Garment District,Central Harlem,8,-73.9916342,40.7547072,-73.9538699,40.7988378,yellow,530
Garment District,Midtown East,4,-73.9916342,40.7547072,-73.9668408,40.7540369,yellow,530
Garment District,Midtown North,0,-73.9916342,40.7547072,-73.9840195,40.7549309,yellow,530
Gramercy,Flatiron,20,-73.9818443,40.7376407,-73.9896986,40.7410605,yellow,530
Gramercy,Midtown Center,14,-73.9818443,40.7376407,-73.9784137,40.7553676,yellow,530
Greenwich Village North,Breezy Point/Fort Tilden/Riis Beach,18,-74.0027418,40.7335719,-74.0059413,40.7127837,yellow,530
Greenwich Village North,Hudson Sq,14,-74.0027418,40.7335719,-74.0074731,40.7265834,yellow,530
Greenwich Village North,Midtown Center,16,-74.0027418,40.7335719,-73.9784137,40.7553676,yellow,530
Greenwich Village North,South Williamsburg,22,-74.0027418,40.7335719,-73.9570696,40.7081156,yellow,530
Greenwich Village North,Upper East Side North,0,-74.0027418,40.7335719,-73.9565551,40.7735649,yellow,530
Greenwich Village North,West Village,14,-74.0027418,40.7335719,-74.0035709,40.735781,yellow,530
Greenwich Village North,West Village,16,-74.0027418,40.7335719,-74.0035709,40.735781,yellow,530
Hamilton Heights,East Harlem North,8,-73.9496079,40.8259597,-73.9464769,40.8115504,yellow,530
Hudson Sq,SoHo,18,-74.0074731,40.7265834,-74.0029883,40.723301,yellow,530
JFK Airport,Bushwick North,20,-73.7781391,40.6413111,-73.9212858,40.6944282,yellow,530
JFK Airport,Bushwick North,22,-73.7781391,40.6413111,-73.9212858,40.6944282,yellow,530
JFK Airport,Prospect Heights,20,-73.7781391,40.6413111,-73.9668408,40.6774196,yellow,530
Kips Bay,Clinton East,20,-73.9800645,40.7423292,-73.9918181,40.7637581,yellow,530
Kips Bay,East Elmhurst,14,-73.9800645,40.7423292,-73.8713099,40.7737505,yellow,530
Kips Bay,Lower East Side,18,-73.9800645,40.7423292,-73.9842724,40.715033,yellow,530
Kips Bay,UN/Turtle Bay South,12,-73.9800645,40.7423292,-73.9694292,40.7507161,yellow,530
LaGuardia Airport,Times Sq/Theatre District,16,-73.8739659,40.7769271,-73.9841274,40.7592686,yellow,530
Lenox Hill East,UN/Turtle Bay South,14,-73.9602312,40.7662315,-73.9694292,40.7507161,yellow,530
Lenox Hill East,Union Sq,16,-73.9602312,40.7662315,-73.9910835,40.7358633,yellow,530
Lincoln Square East,East Chelsea,0,-73.9844722,40.773828,-74.0013737,40.7465004,yellow,530
Lincoln Square East,Midtown East,0,-73.9844722,40.773828,-73.9668408,40.7540369,yellow,530
Lincoln Square East,Upper West Side North,2,-73.9844722,40.773828,-73.9753676,40.7870106,yellow,530
Lincoln Square East,Washington Heights North,22,-73.9844722,40.773828,-73.9393554,40.8417082,yellow,530
Little Italy/NoLiTa,Battery Park City,22,-73.9954909,40.7228971,-74.0160576,40.7122172,yellow,530
Little Italy/NoLiTa,Chinatown,2,-73.9954909,40.7228971,-73.9970307,40.7157509,yellow,530
Little Italy/NoLiTa,Kips Bay,8,-73.9954909,40.7228971,-73.9800645,40.7423292,yellow,530
Lower East Side,Bushwick North,2,-73.9842724,40.715033,-73.9212858,40.6944282,yellow,530
Lower East Side,East Village,22,-73.9842724,40.715033,-73.9815337,40.7264773,yellow,530
Lower East Side,Greenwich Village North,0,-73.9842724,40.715033,-74.0027418,40.7335719,yellow,530
Meatpacking/West Village West,Clinton East,14,-74.0085128,40.7406973,-73.9918181,40.7637581,yellow,530
Meatpacking/West Village West,Little Italy/NoLiTa,10,-74.0085128,40.7406973,-73.9954909,40.7228971,yellow,530
Meatpacking/West Village West,Upper East Side North,22,-74.0085128,40.7406973,-73.9565551,40.7735649,yellow,530
Midtown Center,East Chelsea,0,-73.9784137,40.7553676,-74.0013737,40.7465004,yellow,530
Midtown East,Clinton East,14,-73.9668408,40.7540369,-73.9918181,40.7637581,yellow,530
Midtown East,East Chelsea,12,-73.9668408,40.7540369,-74.0013737,40.7465004,yellow,530
Midtown North,Flatiron,22,-73.9840195,40.7549309,-73.9896986,40.7410605,yellow,530
Murray Hill,Lower East Side,22,-73.9756567,40.7478792,-73.9842724,40.715033,yellow,530
Penn Station/Madison Sq West,Bloomingdale,22,-73.9880662,40.7433858,-73.9697795,40.7988958,yellow,530
Penn Station/Madison Sq West,Stuyvesant Heights,2,-73.9880662,40.7433858,-73.9880663,40.7299553,yellow,530
Randalls Island,Yorkville East,16,-73.9271644,40.7891291,-73.9492079,40.7762231,yellow,530
Roosevelt Island,Yorkville East,8,-73.9499426,40.7621302,-73.9492079,40.7762231,yellow,530
Seaport,Financial District North,8,-74.006884,40.711197,-74.0112764,40.7074909,yellow,530
SoHo,Chinatown,22,-74.0029883,40.723301,-73.9970307,40.7157509,yellow,530
SoHo,Meatpacking/West Village West,2,-74.0029883,40.723301,-74.0085128,40.7406973,yellow,530
SoHo,Murray Hill,22,-74.0029883,40.723301,-73.9756567,40.7478792,yellow,530
SoHo,Seaport,20,-74.0029883,40.723301,-74.006884,40.711197,yellow,530
Stuy Town/Peter Cooper Village,Garment District,18,-73.9778494,40.7316903,-73.9916342,40.7547072,yellow,530
Stuyvesant Heights,Hudson Sq,20,-73.9880663,40.7299553,-74.0074731,40.7265834,yellow,530
Stuyvesant Heights,Stuy Town/Peter Cooper Village,16,-73.9880663,40.7299553,-73.9778494,40.7316903,yellow,530
Sutton Place/Turtle Bay North,Midtown North,8,-73.9601669,40.7580204,-73.9840195,40.7549309,yellow,530
Times Sq/Theatre District,Financial District North,12,-73.9841274,40.7592686,-74.0112764,40.7074909,yellow,530
Times Sq/Theatre District,Sunnyside,2,-73.9841274,40.7592686,-73.9196324,40.7432759,yellow,530
Times Sq/Theatre District,Upper East Side North,6,-73.9841274,40.7592686,-73.9565551,40.7735649,yellow,530
Times Sq/Theatre District,Washington Heights North,22,-73.9841274,40.7592686,-73.9393554,40.8417082,yellow,530
UN/Turtle Bay South,Kips Bay,8,-73.9694292,40.7507161,-73.9800645,40.7423292,yellow,530
UN/Turtle Bay South,Murray Hill,16,-73.9694292,40.7507161,-73.9756567,40.7478792,yellow,530
Union Sq,Lenox Hill East,16,-73.9910835,40.7358633,-73.9602312,40.7662315,yellow,530
Upper East Side North,East Chelsea,22,-73.9565551,40.7735649,-74.0013737,40.7465004,yellow,530
Upper East Side North,Little Italy/NoLiTa,16,-73.9565551,40.7735649,-73.9954909,40.7228971,yellow,530
Upper West Side North,Midtown North,6,-73.9753676,40.7870106,-73.9840195,40.7549309,yellow,530
West Village,Meatpacking/West Village West,12,-74.0035709,40.735781,-74.0085128,40.7406973,yellow,530
West Village,Stuyvesant Heights,8,-74.0035709,40.735781,-73.9880663,40.7299553,yellow,530
World Trade Center,East Chelsea,8,-74.0131196,40.7118011,-74.0013737,40.7465004,yellow,530
World Trade Center,Hudson Sq,12,-74.0131196,40.7118011,-74.0074731,40.7265834,yellow,530
Yorkville East,Clinton East,8,-73.9492079,40.7762231,-73.9918181,40.7637581,yellow,530
Yorkville East,JFK Airport,12,-73.9492079,40.7762231,-73.7781391,40.6413111,yellow,530
Yorkville East,Morningside Heights,18,-73.9492079,40.7762231,-73.9624327,40.8089564,yellow,530
Breezy Point/Fort Tilden/Riis Beach,Stuyvesant Heights,20,-74.0059413,40.7127837,-73.9880663,40.7299553,yellow,520
Central Harlem,Morningside Heights,10,-73.9538699,40.7988378,-73.9624327,40.8089564,yellow,520
Central Park,Central Park,0,-73.9741874,40.7711329,-73.9741874,40.7711329,yellow,520
Central Park,Union Sq,22,-73.9741874,40.7711329,-73.9910835,40.7358633,yellow,520
Central Park,West Village,18,-73.9741874,40.7711329,-74.0035709,40.735781,yellow,520
Clinton East,East Elmhurst,8,-73.9918181,40.7637581,-73.8713099,40.7737505,yellow,520
Clinton East,Flatiron,14,-73.9918181,40.7637581,-73.9896986,40.7410605,yellow,520
